"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"NCAPG" 6.34224830448064e-47 0.598743286416734 0.25 0.003 2.12623874407713e-42 "3" "NCAPG"
"NUSAP1" 2.54880070288975e-46 3.86750907014437 1 0.061 8.5448543564379e-42 "3" "NUSAP1"
"CDK1" 4.5297247845297e-45 4.15273038924315 0.833 0.042 1.51859023401358e-40 "3" "CDK1"
"MND1" 3.09972094624127e-43 0.746709131414989 0.417 0.01 1.03918144722739e-38 "3" "MND1"
"CDKN2C" 3.37757280274205e-42 2.51209315166808 0.917 0.055 1.13233128211927e-37 "3" "CDKN2C"
"PLK4" 1.85828568955e-41 0.717699319808463 0.417 0.01 6.22990277421638e-37 "3" "PLK4"
"FANCD2" 2.84043283346832e-41 0.537276005290167 0.333 0.007 9.52255107420254e-37 "3" "FANCD2"
"CDKN3" 8.35103160489121e-41 2.25404080839793 0.917 0.057 2.79968334553978e-36 "3" "CDKN3"
"SGO2" 8.1399866728911e-40 2.03684069989273 0.833 0.047 2.72893053208674e-35 "3" "SGO2"
"RACGAP1" 4.6401274144309e-38 1.89343748705625 0.75 0.039 1.55560271568796e-33 "3" "RACGAP1"
"SPAG5" 2.3878370375224e-37 0.665390216286956 0.333 0.007 8.00522366829385e-33 "3" "SPAG5"
"CCNB1" 5.92007357902081e-37 3.59582572481579 1 0.076 1.98470466736673e-32 "3" "CCNB1"
"RDM1" 2.02669747490036e-35 0.262228716783904 0.25 0.004 6.79450328460347e-31 "3" "RDM1"
"CENPN" 4.61998536567709e-34 1.32563542889313 0.667 0.034 1.54885009384324e-29 "3" "CENPN"
"POC1A" 1.74523894688797e-32 0.435956680086943 0.417 0.013 5.85091356944193e-28 "3" "POC1A"
"PRRG4" 5.22488749007597e-32 0.259717257441152 0.25 0.005 1.75164353104797e-27 "3" "PRRG4"
"ZNF367" 1.44505128154853e-31 0.889062293467922 0.333 0.009 4.84453442139146e-27 "3" "ZNF367"
"KIF4A" 8.76039774251431e-30 0.668186268655514 0.417 0.015 2.93692334317792e-25 "3" "KIF4A"
"AURKA" 1.08008932930188e-29 1.25209396726442 0.583 0.029 3.62099947648457e-25 "3" "AURKA"
"PRR11" 1.85460843070162e-29 0.909044088535816 0.583 0.029 6.21757476392717e-25 "3" "PRR11"
"SPC24" 2.07494201344073e-28 0.480094577983294 0.333 0.01 6.95624310006004e-24 "3" "SPC24"
"BORA" 2.66460081634005e-28 0.631406043480856 0.333 0.01 8.93307423678001e-24 "3" "BORA"
"PCLAF" 7.86973229966275e-28 2.23836230324764 0.667 0.042 2.63832775346194e-23 "3" "PCLAF"
"KIF14" 1.38012720656594e-27 0.762070343215324 0.25 0.006 4.62687646001231e-23 "3" "KIF14"
"C21orf58" 2.55994625197795e-27 0.679602471134488 0.417 0.016 8.58221980975607e-23 "3" "C21orf58"
"DTL" 4.54015456826227e-27 0.303328602971936 0.167 0.003 1.52208681900993e-22 "3" "DTL"
"SKA3" 5.87981243158558e-27 0.424556231387885 0.25 0.006 1.97120711768907e-22 "3" "SKA3"
"NDC80" 6.29433476455508e-27 1.33757318187156 0.583 0.033 2.11017572981709e-22 "3" "NDC80"
"CCDC89" 6.57151022324482e-27 0.291918828207571 0.25 0.006 2.20309880234282e-22 "3" "CCDC89"
"MCM8" 6.91202844290655e-27 0.318744576697447 0.25 0.006 2.31725753548442e-22 "3" "MCM8"
"MAD2L1" 1.14364277326084e-26 2.11731401281788 0.917 0.089 3.83406239735698e-22 "3" "MAD2L1"
"NRM" 1.47405566987171e-26 0.467878803331186 0.417 0.016 4.94177163324492e-22 "3" "NRM"
"GAS2L3" 1.50344278361506e-24 0.484065459926791 0.25 0.006 5.04029193206947e-20 "3" "GAS2L3"
"UBE2T.1" 4.42285440214926e-24 2.64507032514213 0.917 0.103 1.48276193832054e-19 "3" "UBE2T"
"RTKN2" 7.45773013257462e-24 0.437390530480071 0.333 0.012 2.50020402694564e-19 "3" "RTKN2"
"ZNF788P" 9.30557845305721e-24 0.264918133624895 0.417 0.018 3.11969517638743e-19 "3" "ZNF788P"
"KIF18A" 1.24956584534973e-22 0.66216542246696 0.333 0.013 4.18916949653497e-18 "3" "KIF18A"
"CCDC150" 1.47504803485397e-22 0.651226524202243 0.333 0.013 4.94509853684793e-18 "3" "CCDC150"
"KIF20B" 2.61586627686366e-22 1.77566607472225 0.667 0.052 8.76969169318542e-18 "3" "KIF20B"
"ROPN1B" 1.11340075788284e-21 0.402679482673449 0.25 0.007 3.73267604080224e-17 "3" "ROPN1B"
"CENPE" 3.49097995960898e-21 0.459942005203883 0.25 0.008 1.17035103145891e-16 "3" "CENPE"
"ARHGAP22" 3.54632419798065e-21 0.697268669128687 0.25 0.008 1.18890518737301e-16 "3" "ARHGAP22"
"KNSTRN" 6.24940276232623e-21 1.75771450653693 0.75 0.072 2.09511227606987e-16 "3" "KNSTRN"
"CENPH" 1.82801341581213e-20 1.17650583769836 0.75 0.07 6.12841497651016e-16 "3" "CENPH"
"CDCA2" 2.60018913135816e-20 0.29510848915198 0.25 0.008 8.71713406287824e-16 "3" "CDCA2"
"CA14" 6.79449657267984e-20 1.44889010214735 0.75 0.074 2.27785497599092e-15 "3" "CA14"
"CENPW" 1.29441321321155e-18 1.69788952719201 0.667 0.064 4.33952029729173e-14 "3" "CENPW"
"PKN3" 2.73906111972169e-18 0.281680164315109 0.167 0.004 9.18270240386697e-14 "3" "PKN3"
"DBF4" 5.3264638942427e-18 0.938841886407486 0.583 0.049 1.78569702054487e-13 "3" "DBF4"
"SLC16A13" 7.22189460249991e-17 0.710472502141227 0.167 0.004 2.42114016548809e-12 "3" "SLC16A13"
"DLX3" 2.21257265407878e-16 0.443903454979146 0.167 0.004 7.4176498227991e-12 "3" "DLX3"
"LMNB1" 5.61934437489587e-16 1.08695053361171 0.583 0.053 1.88388520168384e-11 "3" "LMNB1"
"FAM72B" 5.9106537746387e-16 0.273500542608078 0.167 0.005 1.98154667794762e-11 "3" "FAM72B"
"DRAXIN" 8.01362920710466e-16 0.314656069668251 0.25 0.01 2.68656919168184e-11 "3" "DRAXIN"
"MMS22L" 2.46593622316519e-15 0.372147226656839 0.333 0.019 8.26705118816131e-11 "3" "MMS22L"
"CDCA4" 8.6626279230668e-15 1.15549849837064 0.417 0.031 2.90414601120814e-10 "3" "CDCA4"
"APOLD1" 1.38967288475754e-14 0.670761015112238 0.417 0.031 4.65887834614965e-10 "3" "APOLD1"
"BRCA2" 1.59352558757324e-14 0.662914922176195 0.417 0.031 5.3422945323393e-10 "3" "BRCA2"
"CHAF1A" 2.70003773507673e-14 0.786098478298393 0.25 0.012 9.05187650684473e-10 "3" "CHAF1A"
"AC068057.1" 6.95743840942836e-14 0.262597822179999 0.167 0.005 2.33248122676086e-09 "3" "AC068057.1"
"CA3-AS1" 7.16764480372018e-14 0.370775091911894 0.25 0.012 2.40295292044719e-09 "3" "CA3-AS1"
"PSRC1" 1.100361292594e-13 0.982951390316227 0.667 0.081 3.68896123342139e-09 "3" "PSRC1"
"REXO5" 1.23124664048778e-13 0.57163196776482 0.333 0.021 4.12775436223527e-09 "3" "REXO5"
"FAM19A3" 1.31651451324852e-13 0.262645969245235 0.167 0.005 4.41361490566567e-09 "3" "FAM19A3"
"SMC4" 4.484955798628e-13 1.65908994613506 0.75 0.124 1.50358143149004e-08 "3" "SMC4"
"BARD1" 4.8514663379682e-13 0.807406012879173 0.583 0.065 1.62645408980384e-08 "3" "BARD1"
"GINS2" 6.59917191708173e-13 0.82636315981987 0.583 0.064 2.21237238520165e-08 "3" "GINS2"
"CKAP2" 8.01755046956545e-13 1.9833198298391 0.75 0.128 2.68788379492182e-08 "3" "CKAP2"
"TCF19" 8.4559097975194e-13 0.42256075914515 0.25 0.013 2.83484375961838e-08 "3" "TCF19"
"TMEM71" 9.90594018220937e-13 0.483179337809208 0.25 0.013 3.32096644608569e-08 "3" "TMEM71"
"TMPO-AS1" 1.32658744780135e-12 0.557805123261906 0.333 0.023 4.44738441875403e-08 "3" "TMPO-AS1"
"HYLS1" 1.58300733644007e-12 0.577908702191054 0.417 0.036 5.30703209541534e-08 "3" "HYLS1"
"UBE2E1-AS1" 6.95926610820043e-12 0.501620847841292 0.25 0.014 2.3330939627742e-07 "3" "UBE2E1-AS1"
"MIS18BP1" 1.10370513899893e-11 1.04189167886288 0.583 0.077 3.70017147849392e-07 "3" "MIS18BP1"
"DHFR" 1.84197442908388e-11 0.728748133310596 0.583 0.074 6.1752192735037e-07 "3" "DHFR"
"SLC4A11" 2.43918350696457e-11 0.501538462783448 0.333 0.026 8.17736270709873e-07 "3" "SLC4A11"
"PTTG1.3" 2.47530336885644e-11 3.54696853773974 1 0.401 8.29845454409121e-07 "3" "PTTG1"
"AC006504.5" 9.15195052390521e-11 0.95845398656425 0.417 0.043 3.06819141313922e-06 "3" "AC006504.5"
"RGS10" 9.56103910032323e-11 0.26228959896449 0.25 0.015 3.20533835838336e-06 "3" "RGS10"
"SUGP2.1" 1.6155602881939e-10 1.59783508892488 0.833 0.174 5.41616586617005e-06 "3" "SUGP2"
"ADAM12" 2.29849504559047e-10 0.554449135832255 0.5 0.059 7.70570464034205e-06 "3" "ADAM12"
"GPSM2" 2.30463712627696e-10 1.51511941065242 0.833 0.191 7.72629596584349e-06 "3" "GPSM2"
"POLA2" 6.71098877189851e-10 0.330605847832585 0.25 0.017 2.24985898577898e-05 "3" "POLA2"
"SPDL1" 7.02696810095528e-10 0.499779483169822 0.417 0.045 2.35579105584526e-05 "3" "SPDL1"
"CKS1B.2" 7.906214830471e-10 1.8612722751548 0.917 0.26 2.6505585219154e-05 "3" "CKS1B"
"HMGB3" 1.08149982588901e-09 2.12435885582553 0.833 0.225 3.62572816629291e-05 "3" "HMGB3"
"HMGB2.1" 1.1651864108914e-09 3.13157334528252 1 0.511 3.90628744251343e-05 "3" "HMGB2"
"ZWILCH" 1.75818354438637e-09 0.486755447155653 0.333 0.031 5.8943103325553e-05 "3" "ZWILCH"
"YPEL1" 1.76100785034477e-09 0.509411418707008 0.417 0.047 5.90377881828083e-05 "3" "YPEL1"
"COQ2" 2.23318696185879e-09 1.11934972616388 0.667 0.122 7.4867592896316e-05 "3" "COQ2"
"DTYMK" 2.43500625578805e-09 1.56213762415205 0.833 0.202 8.16335847252945e-05 "3" "DTYMK"
"NMU" 2.45815125391375e-09 0.949770351292615 0.333 0.032 8.24095207874586e-05 "3" "NMU"
"CKS2.3" 2.46355811649785e-09 2.97103667027238 1 0.461 8.25907858555904e-05 "3" "CKS2"
"C2CD2" 2.50878916246643e-09 0.354728391289311 0.333 0.031 8.41071566716872e-05 "3" "C2CD2"
"PAK4" 2.5495911043232e-09 0.716262828900622 0.583 0.087 8.54750417724352e-05 "3" "PAK4"
"FAM111B" 3.31987629177625e-09 0.25959058439884 0.167 0.008 0.000111298852681799 "3" "FAM111B"
"CENPO" 4.26891035102557e-09 0.323716931425554 0.25 0.019 0.000143115219518132 "3" "CENPO"
"AC006213.3" 4.35957268566782e-09 0.267734958422117 0.167 0.009 0.000146154674287014 "3" "AC006213.3"
"RFWD3" 6.08253803595835e-09 0.42118096703862 0.333 0.033 0.000203917087655504 "3" "RFWD3"
"CHAC2" 1.14506307020763e-08 0.607957937601732 0.417 0.052 0.000383882394287107 "3" "CHAC2"
"ARMC9" 1.19804706247235e-08 0.572550934213377 0.5 0.07 0.000401645277693857 "3" "ARMC9"
"ATP23" 1.35063608553142e-08 0.355987783564263 0.333 0.033 0.00045280074767441 "3" "ATP23"
"PRIM1" 1.37685934013238e-08 0.860908684741421 0.417 0.051 0.000461592093779379 "3" "PRIM1"
"MZT1.1" 1.38135289335842e-08 1.9471976162225 0.833 0.251 0.000463098557498409 "3" "MZT1"
"FEN1" 1.49372196494904e-08 0.758960501171544 0.417 0.051 0.000500770288749166 "3" "FEN1"
"FAM122B.1" 1.78842964703367e-08 1.01936047812381 0.583 0.103 0.000599571039168039 "3" "FAM122B"
"TUBA1B.2" 2.19155787033681e-08 3.0579098692581 1 0.898 0.000734719776030417 "3" "TUBA1B"
"RPL39L" 3.18985910411479e-08 0.772931355892069 0.583 0.104 0.00106940026465448 "3" "RPL39L"
"CCDC15" 4.15663139605557e-08 0.32934339452646 0.417 0.052 0.00139351067552763 "3" "CCDC15"
"RFC5" 4.26911985422936e-08 0.705964633698141 0.417 0.056 0.00143122243113039 "3" "RFC5"
"TAF4" 5.00926388930503e-08 0.278227094809044 0.25 0.021 0.00167935571888951 "3" "TAF4"
"SYNE2.1" 5.08470937651457e-08 1.01701375622449 0.667 0.135 0.00170464881847651 "3" "SYNE2"
"UBALD2" 5.37578618151722e-08 1.0382657720839 0.667 0.138 0.00180223231735365 "3" "UBALD2"
"HMGB1.3" 5.94412547643934e-08 1.55098357155725 1 0.973 0.00199276806597629 "3" "HMGB1"
"H2AFZ.2" 6.10660609492811e-08 1.95148774365043 1 0.909 0.00204723969332465 "3" "H2AFZ"
"CLSPN" 7.70688780490926e-08 0.420467576568557 0.167 0.01 0.00258373413659583 "3" "CLSPN"
"HMGN2.1" 8.31718509881855e-08 2.2209317513114 1 0.917 0.00278833630437892 "3" "HMGN2"
"NUDT1" 8.73038681213211e-08 1.04599193236043 0.583 0.115 0.00292686217876729 "3" "NUDT1"
"ZNF296" 9.44993539521076e-08 0.437034743801503 0.167 0.01 0.00316809084124441 "3" "ZNF296"
"LSM5" 9.56422416125499e-08 1.49876241102036 1 0.698 0.00320640615006074 "3" "LSM5"
"CREB3L4" 9.56896408623664e-08 0.494515179642 0.417 0.054 0.00320799520991083 "3" "CREB3L4"
"STMN1.2" 9.87239278621445e-08 1.78807884611309 1 0.908 0.00330971968157839 "3" "STMN1"
"H2AFV.1" 1.00681085046747e-07 1.79642340599292 0.917 0.535 0.0033753333761922 "3" "H2AFV"
"TUBB6.3" 1.18545653753029e-07 1.32496925731664 0.833 0.255 0.00397424304207031 "3" "TUBB6"
"ORC6" 1.28778332933107e-07 0.395923303409099 0.333 0.038 0.00431729361158241 "3" "ORC6"
"KPNA2.1" 1.367102190689e-07 2.72351437670478 1 0.626 0.00458321009428486 "3" "KPNA2"
"RUVBL2.1" 1.4436608948476e-07 1.58852495639884 0.917 0.352 0.00483987314997658 "3" "RUVBL2"
"LGALS1.3" 1.47877238351559e-07 1.96284457282681 1 0.957 0.00495758441573601 "3" "LGALS1"
"JPT1.2" 1.59715401284603e-07 2.37287439552321 0.917 0.483 0.00535445882806632 "3" "JPT1"
"CDK2" 1.70963267603604e-07 0.750996903546646 0.5 0.081 0.00573154354641081 "3" "CDK2"
"DCAF15" 1.87059021151854e-07 0.274860059949141 0.333 0.038 0.00627115368411589 "3" "DCAF15"
"MBD3" 2.26064957682811e-07 0.80219236660494 0.417 0.06 0.00757882770631625 "3" "MBD3"
"LINC02453" 2.47083049542571e-07 0.370414835347246 0.333 0.039 0.0082834592359147 "3" "LINC02453"
"ZBTB8B" 2.82193692202687e-07 0.279475361474715 0.167 0.011 0.0094605435310951 "3" "ZBTB8B"
"TRIP13" 2.82809024548096e-07 0.464718569329131 0.417 0.059 0.00948117254797493 "3" "TRIP13"
"SPATA5" 2.89300231494737e-07 0.464882872091307 0.25 0.023 0.00969879026086105 "3" "SPATA5"
"TMPO" 3.31270275377457e-07 0.970007323266896 0.5 0.092 0.0111058359820293 "3" "TMPO"
"LRR1" 3.48841119049403e-07 0.562737965149673 0.417 0.061 0.0116948985161312 "3" "LRR1"
"CYS1" 3.50300151824512e-07 0.456389214122005 0.333 0.039 0.0117438125899168 "3" "CYS1"
"SBDS" 3.85777070635814e-07 -1.86148045988268 0.417 0.934 0.0129331762930657 "3" "SBDS"
"SZT2" 4.45859616136201e-07 0.322296089261239 0.25 0.024 0.0149474436309661 "3" "SZT2"
"PARD6G-AS1" 4.59865140500665e-07 0.303062347507137 0.167 0.011 0.0154169788352848 "3" "PARD6G-AS1"
"TMEM160.1" 4.7019565572719e-07 1.53613739104192 1 0.504 0.0157633093582541 "3" "TMEM160"
"CALM3.2" 4.75392570707477e-07 1.87649327353016 1 0.783 0.0159375359329682 "3" "CALM3"
"SELENOM.3" 5.09876100652731e-07 -1.55737272951775 0.833 0.971 0.0170935962743828 "3" "SELENOM"
"SMC2" 5.11564945779464e-07 1.05116058358852 0.583 0.134 0.0171502148072565 "3" "SMC2"
"FHL1.3" 5.45824051893421e-07 1.46260671161841 1 0.787 0.0182987513397269 "3" "FHL1"
"MAP4K4" 5.64820871487799e-07 0.94859453885613 0.75 0.184 0.0189356197166285 "3" "MAP4K4"
"PBX4" 5.77182029822044e-07 0.495035654114428 0.25 0.025 0.019350027549784 "3" "PBX4"
"LMO7" 6.57351029739399e-07 0.524556839236072 0.25 0.025 0.0220376932720133 "3" "LMO7"
"SAE1.1" 7.88873057048086e-07 1.19173681402522 0.75 0.205 0.0264469692375371 "3" "SAE1"
"LRP6" 7.97332827082012e-07 0.540465788251855 0.583 0.113 0.0267305830279245 "3" "LRP6"
"PDK3" 8.1563469246771e-07 0.758101772675516 0.333 0.044 0.02734415306498 "3" "PDK3"
"FES" 8.28673621209595e-07 0.677814711143701 0.333 0.042 0.0277812831510517 "3" "FES"
"SCNN1D" 9.16573736646131e-07 0.645504158313869 0.167 0.012 0.0307281345210615 "3" "SCNN1D"
"TUBB.2" 1.08762344990755e-06 2.85172351745451 0.917 0.762 0.0364625761581505 "3" "TUBB"
"SPIN4" 1.13850432137839e-06 0.299729071640218 0.25 0.025 0.0381683573742104 "3" "SPIN4"
"ATAD2" 1.19088677770216e-06 1.34200782095909 0.417 0.07 0.039924479222465 "3" "ATAD2"
"NUP62CL" 1.23176946862322e-06 0.642366404226777 0.333 0.043 0.0412950714355933 "3" "NUP62CL"
"NFATC2IP" 1.30746108843572e-06 0.690720323100604 0.5 0.093 0.0438326329898075 "3" "NFATC2IP"
"ATP2A1-AS1" 1.31338507773022e-06 0.626325667256251 0.333 0.043 0.0440312347309056 "3" "ATP2A1-AS1"
"ARMC6" 1.33386059206957e-06 0.711780635963245 0.417 0.066 0.0447176763491324 "3" "ARMC6"
"CNTLN" 1.34260833081914e-06 0.255047323838438 0.333 0.043 0.0450109442907115 "3" "CNTLN"
"SRGAP3-AS4" 1.43513584687945e-06 0.331133775446222 0.167 0.012 0.0481129292666337 "3" "SRGAP3-AS4"
"IMMP1L.1" 1.4497354023839e-06 1.01670054429101 0.917 0.316 0.0486023793649204 "3" "IMMP1L"
"RHEB.1" 1.50590677581401e-06 0.953907083393377 1 0.934 0.0504855246591646 "3" "RHEB"
"FTL.2" 1.52548732334834e-06 -1.46016870979486 1 0.996 0.0511419625152533 "3" "FTL"
"FANCG" 1.53368603133852e-06 0.333459841632778 0.333 0.044 0.0514168242006237 "3" "FANCG"
"FMO5" 1.77458379243222e-06 0.377862219069078 0.167 0.013 0.0594929216412901 "3" "FMO5"
"MTHFD1L" 1.90135491190656e-06 0.31092008146209 0.5 0.086 0.0637429234216674 "3" "MTHFD1L"
"RANGAP1.1" 1.92392231102187e-06 0.647832792155177 0.417 0.071 0.0644994954770083 "3" "RANGAP1"
"MT2A.3" 1.93302616434588e-06 1.64811460561568 1 0.886 0.0648047021596957 "3" "MT2A"
"AL162231.2" 2.09922532237317e-06 0.356026022137249 0.167 0.013 0.0703765289325604 "3" "AL162231.2"
"RNF26" 2.25445734077085e-06 0.746372500946456 0.5 0.093 0.0755806823493428 "3" "RNF26"
"TMEM97" 2.44904144029273e-06 0.555655484953478 0.583 0.126 0.0821041142858138 "3" "TMEM97"
"BUB3.3" 2.5200536186397e-06 1.334506859503 0.917 0.388 0.0844847975648959 "3" "BUB3"
"GGH" 2.67309415144763e-06 1.42985519492811 0.833 0.376 0.0896154814272818 "3" "GGH"
"ARL6IP1.2" 2.86091539094177e-06 2.48558950383376 1 0.955 0.0959121884813229 "3" "ARL6IP1"
"ERI2" 3.15464097108007e-06 0.324549410622149 0.417 0.068 0.105759338555459 "3" "ERI2"
"CCDC34.1" 3.25290712220716e-06 1.37724992569383 0.75 0.273 0.109053711271995 "3" "CCDC34"
"CEP89" 3.33320759620085e-06 0.849914406296974 0.583 0.121 0.111745784662634 "3" "CEP89"
"DSN1" 3.38042654839898e-06 0.263481836235598 0.333 0.046 0.113328800035076 "3" "DSN1"
"RAD21" 3.6647078354663e-06 1.52656460405768 0.833 0.455 0.122859330184008 "3" "RAD21"
"CMC4" 3.72223251784594e-06 0.409318442956084 0.167 0.013 0.124787845160785 "3" "CMC4"
"C2orf72" 4.11147776805273e-06 0.691151120568329 0.5 0.096 0.137837292173968 "3" "C2orf72"
"FBXO5" 4.29758141839608e-06 1.07701479501079 0.417 0.077 0.144076417051729 "3" "FBXO5"
"DNAAF3" 4.30668329263899e-06 0.695976627811676 0.333 0.048 0.144381557385722 "3" "DNAAF3"
"TMEM106C.1" 4.59491600184194e-06 1.53824685272937 0.667 0.237 0.154044558961751 "3" "TMEM106C"
"KIF22" 4.7855957499219e-06 1.28106331515926 0.917 0.39 0.160437097516132 "3" "KIF22"
"PIM2" 5.16897826956673e-06 0.864629423914097 0.667 0.178 0.173289996487225 "3" "PIM2"
"TBC1D31" 5.18940295787202e-06 0.871314467889713 0.25 0.03 0.17397473416266 "3" "TBC1D31"
"LINC01114" 5.48637288157218e-06 0.79724679558514 0.25 0.03 0.183930650854707 "3" "LINC01114"
"CCDC77" 5.53577030458943e-06 0.254721010493129 0.25 0.028 0.185586699461361 "3" "CCDC77"
"NNT" 5.58709656237381e-06 0.623707060573312 0.583 0.129 0.187307412253582 "3" "NNT"
"LMNB2" 5.72477656120526e-06 0.296117366858939 0.333 0.047 0.191923134214406 "3" "LMNB2"
"RAN.1" 6.85074126571372e-06 1.04858904103133 1 0.895 0.229671100933053 "3" "RAN"
"REEP4" 7.73409596977537e-06 0.487574057978719 0.25 0.03 0.259285567386719 "3" "REEP4"
"UCP2" 7.74465138687828e-06 0.534027460360518 0.417 0.074 0.259639437745094 "3" "UCP2"
"RORB" 8.60839674181942e-06 0.731625018294813 0.5 0.103 0.288596500769496 "3" "RORB"
"FBL" 8.92722161042794e-06 0.820274794762366 0.75 0.22 0.299285104489597 "3" "FBL"
"PIWIL1" 9.80548791048283e-06 0.41003485912468 0.167 0.014 0.328728982198937 "3" "PIWIL1"
"ZNF570" 9.87895900890694e-06 0.320734135976754 0.333 0.05 0.331192100773605 "3" "ZNF570"
"AC009061.2" 1.04375688362791e-05 0.59042300671844 0.167 0.014 0.349919495236256 "3" "AC009061.2"
"ZMYND10.3" 1.16585546742784e-05 1.43885065213304 0.75 0.311 0.390853045455184 "3" "ZMYND10"
"C8orf88" 1.17385223307172e-05 0.386650679980589 0.333 0.051 0.393533961137295 "3" "C8orf88"
"SF3A2" 1.26101259929343e-05 0.502317899121029 0.417 0.076 0.422754473913123 "3" "SF3A2"
"CNIH4.2" 1.27983119067882e-05 1.23382688396583 1 0.538 0.429063406675075 "3" "CNIH4"
"ZDHHC13" 1.3689472723361e-05 0.544166423353758 0.5 0.103 0.458939573050677 "3" "ZDHHC13"
"HNRNPA1.3" 1.46205512521249e-05 1.15773683265563 1 0.941 0.490153980727486 "3" "HNRNPA1"
"RGS5-1" 1.48696002471866e-05 0.372441191790832 0.25 0.031 0.498503348286932 "3" "RGS5-1"
"AP005329.3" 1.49330959400474e-05 0.263699668891006 0.25 0.031 0.500632041390088 "3" "AP005329.3"
"LYAR" 1.60816910188902e-05 0.883200195045564 0.583 0.152 0.539138691408295 "3" "LYAR"
"NNAT.3" 1.62564400089924e-05 1.02293230522621 0.833 0.359 0.54499715130147 "3" "NNAT"
"CCDC18" 1.66599443015318e-05 0.562170778479614 0.333 0.055 0.558524632708852 "3" "CCDC18"
"TEX30.1" 1.70539882127834e-05 0.784166284448885 0.5 0.114 0.571734954833563 "3" "TEX30"
"NCAPH2" 1.77651508069688e-05 0.641752563316406 0.417 0.079 0.595576680803628 "3" "NCAPH2"
"YBX1.2" 1.78657191536271e-05 1.08148857299987 1 0.942 0.598948234625348 "3" "YBX1"
"H3F3A.1" 1.80385395898279e-05 0.904746041548207 1 0.961 0.60474203974898 "3" "H3F3A"
"CDC25B" 1.88668878191035e-05 1.206064903695 0.583 0.152 0.632512414135446 "3" "CDC25B"
"PPIB.3" 1.90097283170942e-05 -1.53449789447082 0.5 0.902 0.637301141830582 "3" "PPIB"
"LDLRAP1" 1.9421744614271e-05 0.295507595807963 0.167 0.015 0.651113988193434 "3" "LDLRAP1"
"CYTH3" 2.00060716465122e-05 0.257194447124157 0.25 0.031 0.670703551949322 "3" "CYTH3"
"BSPRY" 2.04991050268821e-05 0.250212932396302 0.25 0.031 0.687232496026222 "3" "BSPRY"
"TGFB1" 2.06743173311356e-05 0.987835101889746 0.583 0.148 0.693106488526323 "3" "TGFB1"
"SMAP2.1" 2.07031725980618e-05 0.282784205600615 0.333 0.052 0.694073861350021 "3" "SMAP2"
"BEX4.2" 2.1281348420668e-05 -1.37358955203878 0.667 0.908 0.713457205802896 "3" "BEX4"
"SAMD13" 2.15960095828037e-05 0.368471005386105 0.333 0.052 0.724006221263494 "3" "SAMD13"
"TLNRD1.1" 2.18581820246308e-05 0.273607397381478 0.333 0.052 0.732795552375747 "3" "TLNRD1"
"IGFBP5.3" 2.19908470887471e-05 -2.77188548226393 0.167 0.768 0.737243148650246 "3" "IGFBP5"
"AC093677.2" 2.23003351634554e-05 0.571250487061037 0.25 0.033 0.747618736354844 "3" "AC093677.2"
"SPECC1" 2.42035024236331e-05 0.426050430279762 0.5 0.108 0.811422418752299 "3" "SPECC1"
"C4orf46" 2.51643285527637e-05 0.540577569691827 0.417 0.084 0.843634114731404 "3" "C4orf46"
"LSM3" 2.58707072834635e-05 1.15146524138358 0.917 0.698 0.867315461678115 "3" "LSM3"
"HAUS7" 2.70292243198272e-05 0.632591914614632 0.417 0.079 0.906154745322207 "3" "HAUS7"
"NUCKS1" 2.88041088722591e-05 1.27323587239033 0.917 0.761 0.965657749942485 "3" "NUCKS1"
"ZDHHC12" 2.96469185239778e-05 0.594952650395393 0.5 0.117 0.993912943516357 "3" "ZDHHC12"
"TRIM24" 2.9746995612409e-05 0.376359050609344 0.417 0.081 0.997268027906011 "3" "TRIM24"
"EIF3F.1" 3.32084747649461e-05 1.21073689434367 1 0.64 1 "3" "EIF3F"
"SAC3D1" 3.38914291849986e-05 0.339514429956696 0.583 0.136 1 "3" "SAC3D1"
"CHAMP1" 3.39603417132348e-05 0.288248573572952 0.417 0.079 1 "3" "CHAMP1"
"PPIA.1" 3.43788910940602e-05 0.980880299011442 1 0.88 1 "3" "PPIA"
"ANP32E.2" 3.46785971497877e-05 1.45078886591827 0.917 0.612 1 "3" "ANP32E"
"RRP7A" 3.49318713471646e-05 0.725649157760441 0.75 0.235 1 "3" "RRP7A"
"RWDD2B" 3.54071658497526e-05 0.260303454734023 0.417 0.079 1 "3" "RWDD2B"
"CAPG.1" 3.70112419293727e-05 1.38282354862808 0.75 0.291 1 "3" "CAPG"
"TUBB4B.2" 4.03802492755411e-05 1.29985736465569 1 0.837 1 "3" "TUBB4B"
"PARVB.1" 4.18112398428662e-05 0.469184364127396 0.333 0.057 1 "3" "PARVB"
"AC009414.2" 4.31864901092081e-05 0.959304092091113 0.667 0.192 1 "3" "AC009414.2"
"PASK" 4.44594153861502e-05 0.263594682028598 0.167 0.016 1 "3" "PASK"
"FBLN1.3" 4.45116727232342e-05 0.606807086982863 0.75 0.219 1 "3" "FBLN1"
"DACT3" 4.45897810566287e-05 0.264633881295291 0.417 0.081 1 "3" "DACT3"
"TMEM19" 4.53684732996116e-05 0.587820572098682 0.583 0.148 1 "3" "TMEM19"
"ANP32B" 4.54774468829317e-05 1.00539998164681 0.833 0.325 1 "3" "ANP32B"
