"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"OLA1" 7.73118826349692e-25 -0.416278460689402 0.341 0.418 2.59188086533734e-20 "0" "OLA1"
"TUBB4B" 8.43778550361382e-25 0.25373128279917 0.861 0.745 2.82876759008653e-20 "0" "TUBB4B"
"BRK1" 9.47821605557659e-25 -0.295221732171061 0.846 0.839 3.17757193263205e-20 "0" "BRK1"
"TMEM165" 1.11730557465747e-24 -0.345970146337143 0.588 0.638 3.74576693903918e-20 "0" "TMEM165"
"SMARCA2" 1.24330449467679e-24 -0.372384443752022 0.253 0.347 4.16817831840393e-20 "0" "SMARCA2"
"FN1" 1.47734530100757e-24 -0.466946629042365 0.242 0.332 4.95280012162787e-20 "0" "FN1"
"ALG2" 1.76665944315808e-24 -0.366385668314395 0.257 0.353 5.92272578318746e-20 "0" "ALG2"
"CD276" 2.16771360188734e-24 -0.278660334026814 0.119 0.208 7.26725985032731e-20 "0" "CD276"
"SLK" 2.27868931370126e-24 -0.256767911432247 0.101 0.186 7.63930592418348e-20 "0" "SLK"
"REEP3" 2.3061502166216e-24 -0.411238112478963 0.357 0.438 7.73136860122391e-20 "0" "REEP3"
"CDH11" 2.46168367944716e-24 -0.311976531132992 0.111 0.197 8.25279453534659e-20 "0" "CDH11"
"RSL1D1" 2.50774977746766e-24 -0.40110697538965 0.491 0.558 8.40723112896034e-20 "0" "RSL1D1"
"TMEM167A" 2.56432225184987e-24 -0.369649365081811 0.599 0.629 8.5968903493267e-20 "0" "TMEM167A"
"THY1" 2.69408542108196e-24 -0.668875777262656 0.132 0.216 9.03192137417727e-20 "0" "THY1"
"BTG1" 3.75805309697783e-24 0.313101246481973 0.853 0.746 1.25988730076182e-19 "0" "BTG1"
"HINT1" 3.88544734836946e-24 -0.300286244258556 0.947 0.942 1.30259622354086e-19 "0" "HINT1"
"TXNL1" 4.30300235928224e-24 -0.330856955648695 0.615 0.644 1.44258154094937e-19 "0" "TXNL1"
"MANSC1" 6.09509815794106e-24 -0.297603445080727 0.145 0.236 2.04338165744974e-19 "0" "MANSC1"
"PGM2L1" 6.65012276803513e-24 -0.431845347416275 0.252 0.347 2.22945365798378e-19 "0" "PGM2L1"
"PSMA7" 7.61307329222734e-24 -0.298077351979431 0.841 0.846 2.55228282121922e-19 "0" "PSMA7"
"FUCA1" 1.48828621357082e-23 -0.251396106711229 0.107 0.192 4.98947953099618e-19 "0" "FUCA1"
"SMARCA1" 1.49393281121088e-23 0.252411228668715 0.609 0.443 5.00840974958448e-19 "0" "SMARCA1"
"IQGAP1" 1.58047004383347e-23 -0.31476334460686 0.176 0.27 5.29852582195172e-19 "0" "IQGAP1"
"C1GALT1C1" 1.93271586584981e-23 -0.446354629228896 0.354 0.43 6.47942994026148e-19 "0" "C1GALT1C1"
"RPS10" 2.23911735528499e-23 -0.27294506257891 0.839 0.846 7.50664093359292e-19 "0" "RPS10"
"FNDC3B" 2.25890068799191e-23 -0.342757591865745 0.199 0.293 7.57296455649289e-19 "0" "FNDC3B"
"TMEM109" 2.37578380722544e-23 -0.318801075795067 0.143 0.232 7.9648152137233e-19 "0" "TMEM109"
"AP3S1" 4.32018257112295e-23 -0.375856375798395 0.555 0.577 1.44834120696897e-18 "0" "AP3S1"
"MAP4K5" 4.90213980903021e-23 -0.322012599827142 0.196 0.29 1.64344237097738e-18 "0" "MAP4K5"
"TUSC1" 5.0285536106016e-23 -0.258772670148095 0.103 0.188 1.68582259795419e-18 "0" "TUSC1"
"RBFOX2" 5.87967156909186e-23 -0.286157882880794 0.121 0.205 1.97115989353804e-18 "0" "RBFOX2"
"CMIP" 6.0308603413933e-23 -0.413530060925832 0.204 0.291 2.0218459294521e-18 "0" "CMIP"
"UGDH" 6.14277655384305e-23 -0.366385196636294 0.357 0.442 2.05936583967588e-18 "0" "UGDH"
"HMGA1" 6.61798754342748e-23 -0.503645925969656 0.386 0.471 2.21868032393406e-18 "0" "HMGA1"
"LAMA4" 6.79153541012143e-23 -0.423689742484836 0.203 0.29 2.27686224624321e-18 "0" "LAMA4"
"ACTA2" 7.10112923042079e-23 -1.36281872267235 0.133 0.211 2.38065357449857e-18 "0" "ACTA2"
"ACTN1" 9.65990774311393e-23 -0.36259456140574 0.592 0.635 3.23848407087894e-18 "0" "ACTN1"
"MPHOSPH8" 1.08000978878491e-22 -0.428397403767053 0.395 0.454 3.62073281690141e-18 "0" "MPHOSPH8"
"LOXL1" 1.32303097036329e-22 -0.288184099481135 0.094 0.175 4.43546132814292e-18 "0" "LOXL1"
"NAP1L1" 1.63823320065633e-22 -0.305659525046653 0.798 0.812 5.49217680520036e-18 "0" "NAP1L1"
"SSBP3" 1.72035377609611e-22 -0.29084641056716 0.143 0.231 5.76748603436222e-18 "0" "SSBP3"
"APLP2" 3.33322942644489e-22 -0.259394268005644 0.863 0.848 1.11746516521565e-17 "0" "APLP2"
"BMP4" 4.19175202855158e-22 -0.353500505130361 0.099 0.178 1.40528486757192e-17 "0" "BMP4"
"DLK1" 5.03650214909691e-22 -1.4168312889706 0.064 0.13 1.68848734548474e-17 "0" "DLK1"
"TMF1" 5.36085938638674e-22 -0.339027602228274 0.249 0.339 1.79722810928615e-17 "0" "TMF1"
"MLEC" 5.96792417863633e-22 -0.375003341545129 0.389 0.457 2.00074658088783e-17 "0" "MLEC"
"MRPS21" 6.06619559806054e-22 -0.304821710103601 0.801 0.794 2.0336920742498e-17 "0" "MRPS21"
"AES" 7.1517545694496e-22 -0.368896171671865 0.483 0.528 2.39762571940798e-17 "0" "AES"
"PHLDA1" 9.67027493828003e-22 0.259980432247467 0.695 0.557 3.24195967305838e-17 "0" "PHLDA1"
"KCNG1" 1.34114174947822e-21 -0.290383888667382 0.144 0.235 4.49617771512572e-17 "0" "KCNG1"
"LYPD1" 1.3898281450906e-21 -0.2521489328225 0.485 0.294 4.65939885641623e-17 "0" "LYPD1"
"PELO" 1.51128675604352e-21 -0.292162035716737 0.167 0.257 5.06658884963589e-17 "0" "PELO"
"ACBD3" 1.53588805329677e-21 -0.253428682980758 0.137 0.223 5.14906469867743e-17 "0" "ACBD3"
"NOTUM" 1.63480563279713e-21 -0.387323209288579 0.043 0.1 5.48068588395239e-17 "0" "NOTUM"
"ACAT2" 1.63709065685654e-21 0.25905133285242 0.485 0.34 5.48834642711153e-17 "0" "ACAT2"
"ADA" 1.69524010291128e-21 -0.254938994674913 0.051 0.113 5.68329244501005e-17 "0" "ADA"
"CXCL12" 1.718180236278e-21 -0.325813214417727 0.136 0.221 5.76019924212199e-17 "0" "CXCL12"
"SQLE" 1.7408792906299e-21 0.303582853063059 0.564 0.425 5.83629782183675e-17 "0" "SQLE"
"ANG" 2.5776879928129e-21 -0.396243587837326 0.206 0.288 8.64169899590525e-17 "0" "ANG"
"RERG" 3.00032669432538e-21 0.271767742145371 0.214 0.112 1.00585952427258e-16 "0" "RERG"
"MANF" 3.20604536240895e-21 -0.32065860455449 0.616 0.651 1.0748267077476e-16 "0" "MANF"
"HSPA5" 3.21088936435036e-21 0.546252809986548 0.943 0.886 1.07645065939846e-16 "0" "HSPA5"
"C9orf16" 3.71109570036171e-21 -0.364656541416116 0.623 0.631 1.24414483354626e-16 "0" "C9orf16"
"SPG21" 3.97396540536445e-21 -0.352302616540487 0.458 0.51 1.33227190214843e-16 "0" "SPG21"
"TCF4" 4.77308108723159e-21 -0.493505987281729 0.452 0.495 1.60017543449439e-16 "0" "TCF4"
"TGFBR3L" 4.90543967188176e-21 -0.316017572426738 0.165 0.254 1.64454864999836e-16 "0" "TGFBR3L"
"MCFD2" 9.03121030501914e-21 -0.338827015898387 0.323 0.398 3.02771325475767e-16 "0" "MCFD2"
"GLRX" 9.63007399470613e-21 0.305883722778616 0.475 0.335 3.22848230672523e-16 "0" "GLRX"
"YWHAZ" 2.28810778546307e-20 -0.386191239667345 0.693 0.69 7.67088135076494e-16 "0" "YWHAZ"
"SNCG" 2.6226735722229e-20 -0.568108369367142 0.499 0.318 8.79251315087727e-16 "0" "SNCG"
"FTX" 2.70664567910081e-20 -0.296654083894527 0.179 0.266 9.07402963918547e-16 "0" "FTX"
"TCEAL2" 3.20821635163858e-20 -0.359680679450742 0.67 0.684 1.07555453188683e-15 "0" "TCEAL2"
"ELMSAN1" 3.65713305834902e-20 0.319296149021816 0.517 0.376 1.22605385781151e-15 "0" "ELMSAN1"
"STMN2" 3.69494111809565e-20 -1.31074219062436 0.069 0.131 1.23872900984157e-15 "0" "STMN2"
"ACTR3" 3.74991537914586e-20 -0.3490345730391 0.538 0.571 1.25715913085865e-15 "0" "ACTR3"
"TMEM230" 4.9644220491963e-20 -0.256042306304279 0.756 0.754 1.66432249199306e-15 "0" "TMEM230"
"HYAL2" 5.68804137683273e-20 -0.299516287030723 0.184 0.268 1.90691587158317e-15 "0" "HYAL2"
"WARS" 7.10452430635519e-20 0.270708252735597 0.296 0.182 2.38179177370558e-15 "0" "WARS"
"AHR" 8.53276089879461e-20 -0.334721003371247 0.154 0.232 2.86060809132089e-15 "0" "AHR"
"RND3" 1.13595462365476e-19 -0.367498938302239 0.439 0.515 3.80828787580258e-15 "0" "RND3"
"ENSA" 2.05785747083546e-19 -0.372031039202989 0.463 0.505 6.89896717097588e-15 "0" "ENSA"
"UXT" 2.43901852368212e-19 -0.321009127400675 0.497 0.545 8.1768096006443e-15 "0" "UXT"
"IDS" 4.65268671253329e-19 -0.430533445401183 0.505 0.526 1.55981322037679e-14 "0" "IDS"
"SELENOS" 4.705523580881e-19 -0.369356857953185 0.79 0.772 1.57752678049036e-14 "0" "SELENOS"
"C3" 4.88727508149604e-19 -0.354512840195076 0.097 0.167 1.63845897107155e-14 "0" "C3"
"TCEA3" 6.75464867071883e-19 -0.372104697289619 0.21 0.283 2.26449596685849e-14 "0" "TCEA3"
"MRPL32" 7.88827012260176e-19 -0.323125352752111 0.447 0.503 2.64454255860224e-14 "0" "MRPL32"
"ERP44" 8.10306120441073e-19 -0.33585772541652 0.349 0.418 2.7165512687787e-14 "0" "ERP44"
"LRRFIP1" 8.56976338813951e-19 -0.366671233780001 0.355 0.423 2.87301317587377e-14 "0" "LRRFIP1"
"TWSG1" 1.38476255728981e-18 -0.354134207717638 0.286 0.36 4.64241647331407e-14 "0" "TWSG1"
"NDUFAF3" 1.44048041323232e-18 -0.267890168661154 0.774 0.795 4.82921058536136e-14 "0" "NDUFAF3"
"PFDN4" 1.83860184298262e-18 -0.357122258716092 0.546 0.564 6.16391267859922e-14 "0" "PFDN4"
"TPD52L1" 2.05274800944348e-18 -0.309605679261257 0.156 0.236 6.88183770165925e-14 "0" "TPD52L1"
"PTP4A3" 2.13685568214308e-18 -0.290184650830076 0.095 0.163 7.16380867438467e-14 "0" "PTP4A3"
"IGFBP2" 3.04038341990293e-18 -1.27362725510126 0.789 0.679 1.01928854152246e-13 "0" "IGFBP2"
"MRPL22" 3.08614528871171e-18 -0.312669394181549 0.374 0.441 1.0346302080406e-13 "0" "MRPL22"
"DPP7" 3.44885178554536e-18 -0.335286721075211 0.685 0.678 1.15622756110408e-13 "0" "DPP7"
"ATP5MPL" 3.86841054045605e-18 -0.293383612367684 0.947 0.946 1.29688463368789e-13 "0" "ATP5MPL"
"DNAJC12" 4.24820369066129e-18 -0.563207263358612 0.148 0.216 1.4242102872942e-13 "0" "DNAJC12"
"EEF2" 5.08109381090927e-18 -0.285622764739536 0.852 0.845 1.70343670010733e-13 "0" "EEF2"
"AMD1" 5.21923008874309e-18 0.274131914041998 0.794 0.699 1.74974688725112e-13 "0" "AMD1"
"SNRPB" 8.19518940058285e-18 -0.304133357101166 0.429 0.494 2.7474372465454e-13 "0" "SNRPB"
"PLP2" 8.61968002676433e-18 -0.418869534467741 0.451 0.495 2.88974772897274e-13 "0" "PLP2"
"YIPF2" 8.91075340333279e-18 -0.272242779614052 0.205 0.287 2.98733007846732e-13 "0" "YIPF2"
"DGUOK" 1.0137106656855e-17 -0.34066463834714 0.497 0.523 3.39846500671063e-13 "0" "DGUOK"
"SNHG8" 1.34591456244337e-17 0.252317379807307 0.73 0.604 4.51217857059141e-13 "0" "SNHG8"
"DAP" 1.38590121867453e-17 -0.327300037206903 0.274 0.347 4.64623383560635e-13 "0" "DAP"
"CSDE1" 1.44454731138463e-17 -0.282068419711576 0.68 0.684 4.84284486141697e-13 "0" "CSDE1"
"C11orf96" 2.53189713683291e-17 -0.352329471868107 0.503 0.567 8.48818515123233e-13 "0" "C11orf96"
"EVL" 2.95868925362069e-17 -0.357780431743044 0.163 0.236 9.91900572276338e-13 "0" "EVL"
"PSME2" 2.99596565604262e-17 -0.310883664369814 0.628 0.642 1.00439748618829e-12 "0" "PSME2"
"POLR2M" 3.16094472534818e-17 -0.428148483599796 0.424 0.471 1.05970671917298e-12 "0" "POLR2M"
"PCDHB2" 3.21466716481575e-17 -0.352033156103935 0.277 0.353 1.07771716700448e-12 "0" "PCDHB2"
"SARS" 3.88739642934899e-17 -0.335542206246316 0.551 0.568 1.30324965293925e-12 "0" "SARS"
"PET100" 3.94275808478716e-17 -0.271030273457487 0.719 0.73 1.3218096479249e-12 "0" "PET100"
"TMED10" 4.70908076024826e-17 -0.301934817668388 0.858 0.823 1.57871932487323e-12 "0" "TMED10"
"ANTXR1" 5.80154042770305e-17 -0.398720306256217 0.383 0.428 1.94496642838745e-12 "0" "ANTXR1"
"SRPRA" 6.15990558702808e-17 -0.271637611013463 0.166 0.243 2.06510834805117e-12 "0" "SRPRA"
"GRN" 6.90774350155695e-17 -0.364022002899372 0.315 0.38 2.31582100889697e-12 "0" "GRN"
"PSMG4" 7.40977844758792e-17 -0.270476873544039 0.189 0.265 2.48412822455385e-12 "0" "PSMG4"
"PAIP2" 8.31793084638707e-17 -0.271319090732609 0.844 0.817 2.78858631625126e-12 "0" "PAIP2"
"BPGM" 8.48423347577767e-17 -0.473959726898335 0.456 0.498 2.84433927275446e-12 "0" "BPGM"
"CLCF1" 8.72419855995036e-17 -0.293357413531363 0.205 0.284 2.92478756722336e-12 "0" "CLCF1"
"SLC25A26" 1.1193101154849e-16 -0.270036597496193 0.208 0.289 3.75248716216313e-12 "0" "SLC25A26"
"PRMT1" 1.19379524804135e-16 -0.332005611684488 0.627 0.642 4.00219856905863e-12 "0" "PRMT1"
"PLAUR" 1.21639823961985e-16 -0.272244225230481 0.163 0.242 4.07797509832556e-12 "0" "PLAUR"
"SEMA5A" 1.31863005212214e-16 -0.251831766553505 0.097 0.165 4.42070724973948e-12 "0" "SEMA5A"
"ACTN4" 1.42579770794872e-16 -0.301663197315095 0.237 0.312 4.77998681589808e-12 "0" "ACTN4"
"STMN4" 1.52782664978892e-16 -0.665695235747553 0.054 0.107 5.12203884341734e-12 "0" "STMN4"
"FILIP1L" 1.56349030999979e-16 -0.381376695177081 0.3 0.374 5.24160126427428e-12 "0" "FILIP1L"
"APMAP" 1.82595129284146e-16 -0.309993918690624 0.34 0.405 6.12150170925099e-12 "0" "APMAP"
"KCMF1" 2.11212867233303e-16 -0.263306787089214 0.174 0.249 7.0809113739965e-12 "0" "KCMF1"
"CHSY1" 3.04684483298231e-16 -0.268346559592248 0.125 0.193 1.02145473025732e-11 "0" "CHSY1"
"BUB3" 3.06745483442425e-16 -0.362538920007634 0.378 0.432 1.02836423324073e-11 "0" "BUB3"
"ERLEC1" 4.51544158171484e-16 -0.338900856205462 0.515 0.526 1.5138017902699e-11 "0" "ERLEC1"
"MAP2K1" 4.68500773160971e-16 -0.362021776379799 0.379 0.425 1.57064884202216e-11 "0" "MAP2K1"
"SOX4" 5.46793808087526e-16 -0.28478580793802 0.669 0.72 1.83312624161343e-11 "0" "SOX4"
"TPGS2" 6.06019303640373e-16 -0.316076810557316 0.348 0.399 2.03167971545435e-11 "0" "TPGS2"
"SYNGR2" 6.64216180904352e-16 -0.259751292303473 0.101 0.166 2.22678474648184e-11 "0" "SYNGR2"
"FUBP1" 8.12915191455484e-16 -0.282200904480577 0.31 0.383 2.72529817935451e-11 "0" "FUBP1"
"PSMA1" 9.19810132000099e-16 -0.264381022921546 0.739 0.734 3.08366346753033e-11 "0" "PSMA1"
"PODNL1" 9.3637589758978e-16 -0.343100366203422 0.222 0.285 3.13920019666974e-11 "0" "PODNL1"
"MFGE8" 1.08629580634915e-15 -0.532708239713561 0.481 0.512 3.64180669078552e-11 "0" "MFGE8"
"MRPL14" 1.33078727351326e-15 -0.296462157983717 0.527 0.555 4.46146433445319e-11 "0" "MRPL14"
"HEXA" 1.6368566651845e-15 -0.322569313806286 0.39 0.44 5.48756197003105e-11 "0" "HEXA"
"NDUFB8" 1.65870873657534e-15 -0.348974940294056 0.849 0.814 5.56082103936884e-11 "0" "NDUFB8"
"SURF4" 1.89861269940737e-15 -0.333762328172889 0.337 0.398 6.36509907476322e-11 "0" "SURF4"
"RFK" 2.00022734005621e-15 -0.400449320722703 0.43 0.453 6.70576215753845e-11 "0" "RFK"
"TTC3" 2.61481331755288e-15 -0.308613002679982 0.77 0.75 8.76616164709605e-11 "0" "TTC3"
"USP22" 2.89795390507248e-15 -0.319523702038397 0.252 0.318 9.7153904667555e-11 "0" "USP22"
"IGF2BP2" 3.03596634106895e-15 -0.268054516379965 0.137 0.206 1.01780771584337e-10 "0" "IGF2BP2"
"C20orf27" 3.09042689425127e-15 -0.301814358009738 0.209 0.278 1.03606561629774e-10 "0" "C20orf27"
"FGFR1" 3.13489451733074e-15 -0.312882582303887 0.394 0.445 1.05097338693513e-10 "0" "FGFR1"
"KLF4" 3.92254318815276e-15 -0.349792954422228 0.559 0.608 1.31503260382821e-10 "0" "KLF4"
"SYT4" 5.9839850841405e-15 -0.374221651379159 0.113 0.175 2.0061309994581e-10 "0" "SYT4"
"USP47" 6.54391848332046e-15 -0.313855236945293 0.381 0.438 2.19384867153318e-10 "0" "USP47"
"FKBP11" 6.70142445656984e-15 -0.306162498618784 0.169 0.234 2.24665254906504e-10 "0" "FKBP11"
"ERCC1" 6.78900503352583e-15 -0.284862888795169 0.336 0.402 2.27601393748953e-10 "0" "ERCC1"
"TF" 7.95641581154096e-15 -0.950196740990012 0.416 0.438 2.66738840081911e-10 "0" "TF"
"NBDY" 1.13275350998414e-14 -0.322575089140357 0.628 0.627 3.79755614222184e-10 "0" "NBDY"
"STK17A" 1.15624670950311e-14 -0.460539176470734 0.347 0.4 3.87631709360917e-10 "0" "STK17A"
"SEC23A" 1.28712147977505e-14 -0.286464473669067 0.302 0.369 4.31507476094587e-10 "0" "SEC23A"
"TIMM17A" 1.45365923116852e-14 -0.311891158807916 0.483 0.506 4.87339257249247e-10 "0" "TIMM17A"
"YWHAG" 1.53403870444566e-14 -0.52349401062002 0.35 0.388 5.14286475665407e-10 "0" "YWHAG"
"ATP1B3" 2.77217672495363e-14 -0.285245760375614 0.692 0.665 9.29372247040704e-10 "0" "ATP1B3"
"BCAS2" 2.83019275591597e-14 -0.27766079763644 0.606 0.609 9.48822121420829e-10 "0" "BCAS2"
"HPCAL1" 3.02619668517503e-14 -0.650605779128469 0.238 0.288 1.01453243870493e-09 "0" "HPCAL1"
"ARSA" 3.15780159417719e-14 -0.271773462187087 0.195 0.26 1.0586529844479e-09 "0" "ARSA"
"CNPY4" 3.49775847628606e-14 -0.3038429051085 0.208 0.272 1.1726235291749e-09 "0" "CNPY4"
"IFT20" 3.61682090535712e-14 -0.304594642064416 0.413 0.459 1.21253920852098e-09 "0" "IFT20"
"RNF115" 3.64330322935312e-14 -0.281320773398924 0.27 0.337 1.22141740764063e-09 "0" "RNF115"
"MIR4435-2HG" 5.15908879213416e-14 -0.339900859006418 0.257 0.333 1.72958451756298e-09 "0" "MIR4435-2HG"
"PRKAR1A" 5.16840727368942e-14 -0.262009536239875 0.861 0.843 1.73270853850438e-09 "0" "PRKAR1A"
"ZC3H15" 5.41600177627814e-14 -0.284257691720216 0.551 0.57 1.81571459549725e-09 "0" "ZC3H15"
"SQSTM1" 5.67029268594271e-14 -0.253330419876262 0.839 0.839 1.90096562296229e-09 "0" "SQSTM1"
"HSD17B11" 6.04092324677758e-14 -0.335863547570425 0.449 0.482 2.02521951848218e-09 "0" "HSD17B11"
"CAPZA1" 6.68041534143528e-14 -0.334610757757609 0.368 0.417 2.23960924321618e-09 "0" "CAPZA1"
"RASGEF1B" 6.74688898021675e-14 -0.253339640426063 0.058 0.11 2.26189453061767e-09 "0" "RASGEF1B"
"EIF2A" 6.97700546765437e-14 -0.314125581495969 0.3 0.36 2.33904108303113e-09 "0" "EIF2A"
"PODXL2" 8.54202279790802e-14 -0.445916793015507 0.229 0.285 2.86371314299866e-09 "0" "PODXL2"
"MMADHC" 1.1182016147431e-13 -0.291379188583738 0.553 0.578 3.74877091342624e-09 "0" "MMADHC"
"AKAP13" 1.80039696303965e-13 -0.278853701325572 0.235 0.301 6.03583081859043e-09 "0" "AKAP13"
"NHS" 1.99201393232959e-13 -0.256185902118937 0.177 0.241 6.67822670813496e-09 "0" "NHS"
"AC245595.1" 2.04111561763498e-13 -0.286885089069712 0.212 0.279 6.84284010812126e-09 "0" "AC245595.1"
"SAR1A" 2.40317849841358e-13 -0.326451680354291 0.621 0.629 8.05665591593153e-09 "0" "SAR1A"
"TMEM248" 2.42762963173579e-13 -0.261202855322667 0.295 0.36 8.13862834039423e-09 "0" "TMEM248"
"MIR4458HG" 2.49763055815454e-13 -0.291306340087323 0.433 0.497 8.3733064462131e-09 "0" "MIR4458HG"
"IGSF8" 3.03695873278361e-13 -0.317002509146468 0.264 0.327 1.01814041516571e-08 "0" "IGSF8"
"TOMM20" 3.15488076961279e-13 -0.305216656451578 0.433 0.46 1.05767377801269e-08 "0" "TOMM20"
"STMP1" 3.88797665143119e-13 -0.273521471526878 0.66 0.655 1.3034441723923e-08 "0" "STMP1"
"PCYOX1" 5.00179731181014e-13 -0.27066977729787 0.292 0.35 1.67685254878435e-08 "0" "PCYOX1"
"ATP6V0B" 5.84092588493161e-13 -0.400716274624942 0.75 0.715 1.95817040292332e-08 "0" "ATP6V0B"
"CHI3L1" 6.86705776253784e-13 -1.38785793359102 0.413 0.28 2.30218111489081e-08 "0" "CHI3L1"
"AP1S2" 8.77902453717345e-13 -0.606044949825465 0.592 0.407 2.9431679760874e-08 "0" "AP1S2"
"VPS29" 9.34904446550024e-13 -0.265428083499734 0.675 0.655 3.13426715705896e-08 "0" "VPS29"
"ATP6V1F" 1.26943610051916e-12 -0.3919132174575 0.824 0.786 4.25578452699047e-08 "0" "ATP6V1F"
"SPTBN1" 1.79159929945855e-12 -0.277141613215032 0.455 0.48 6.0063366514348e-08 "0" "SPTBN1"
"SNRPD1" 2.04498334597666e-12 -0.283863735431244 0.616 0.608 6.85580666738675e-08 "0" "SNRPD1"
"TWIST1" 2.34538376168616e-12 -0.25689558790917 0.207 0.274 7.86289906105284e-08 "0" "TWIST1"
"PAFAH1B2" 2.77116326511828e-12 -0.309855469972054 0.464 0.491 9.29032484630905e-08 "0" "PAFAH1B2"
"CLDN11" 3.37362858778545e-12 -0.26446104491257 0.065 0.112 1.13100898405507e-07 "0" "CLDN11"
"ACHE" 3.45699592869627e-12 -0.301539366857308 0.118 0.174 1.15895788509542e-07 "0" "ACHE"
"LMAN1" 3.63203049964832e-12 -0.300775972328151 0.367 0.409 1.2176382250071e-07 "0" "LMAN1"
"SYF2" 4.00475575736946e-12 -0.254890271040842 0.646 0.649 1.34259436765811e-07 "0" "SYF2"
"CADM3" 4.19080327028996e-12 -0.294156429805906 0.25 0.313 1.40496679636471e-07 "0" "CADM3"
"MXRA8" 4.59523555370306e-12 -0.382640627264044 0.346 0.381 1.54055271937895e-07 "0" "MXRA8"
"PALLD" 4.91092465385997e-12 -0.362456015072831 0.409 0.44 1.64638749020655e-07 "0" "PALLD"
"EEF1A2" 4.98377251965502e-12 -0.480343840188914 0.081 0.129 1.67080973721434e-07 "0" "EEF1A2"
"PHACTR2" 7.22138517846644e-12 -0.318699402675723 0.193 0.25 2.42096938108087e-07 "0" "PHACTR2"
"NDN" 7.8689964578349e-12 -0.270162868862913 0.638 0.634 2.63808106248915e-07 "0" "NDN"
"UBE2E3" 9.63042015354767e-12 -0.28134533636978 0.574 0.569 3.22859835647686e-07 "0" "UBE2E3"
"PER2" 1.02221350674282e-11 -0.430679128572107 0.326 0.383 3.42697078135529e-07 "0" "PER2"
"TSTD1" 1.11486741675341e-11 -0.289312836994265 0.506 0.531 3.7375930146658e-07 "0" "TSTD1"
"CASP4" 1.3106369071814e-11 -0.267731061742904 0.167 0.224 4.39391023132564e-07 "0" "CASP4"
"INO80C" 1.35268459780692e-11 -0.295456617591909 0.263 0.319 4.53487511414768e-07 "0" "INO80C"
"SEC11A" 1.48896078943729e-11 -0.263440688970335 0.555 0.567 4.99174104658853e-07 "0" "SEC11A"
"RNMT" 1.84882416081489e-11 -0.270353643916314 0.397 0.433 6.19818299913192e-07 "0" "RNMT"
"MRPL50" 2.10870437588121e-11 -0.252640560142702 0.658 0.657 7.06943142014177e-07 "0" "MRPL50"
"CLTB" 2.3216663355389e-11 -0.417845522550732 0.607 0.575 7.78338638989418e-07 "0" "CLTB"
"DUSP26" 3.10179398886735e-11 -0.306610843552982 0.138 0.191 1.03987643476778e-06 "0" "DUSP26"
"GPX8" 3.2876486946557e-11 -0.301488856220848 0.282 0.325 1.10218422488332e-06 "0" "GPX8"
"RNASEH2C" 3.39768734155105e-11 -0.260987386418993 0.472 0.502 1.13907468125499e-06 "0" "RNASEH2C"
"ST3GAL4" 4.65986853389124e-11 -0.255923248171487 0.179 0.234 1.56222092598704e-06 "0" "ST3GAL4"
"CYTOR" 1.28049036487591e-10 -0.296826709496694 0.297 0.361 4.29284394824649e-06 "0" "CYTOR"
"FKBP10" 1.33322406727827e-10 -0.316803799960194 0.36 0.386 4.4696336855504e-06 "0" "FKBP10"
"SMS" 1.33960177562274e-10 -0.415002173265052 0.471 0.466 4.49101495277523e-06 "0" "SMS"
"SQOR" 1.36163759942724e-10 -0.27283083197469 0.146 0.197 4.56489005207982e-06 "0" "SQOR"
"CRELD2" 1.52336211768191e-10 -0.297633389082012 0.541 0.543 5.10707149952859e-06 "0" "CRELD2"
"RDH14" 1.76228783792405e-10 -0.263646160012914 0.27 0.319 5.90806997664037e-06 "0" "RDH14"
"EIF3H" 1.9278430569327e-10 -0.278255961668951 0.632 0.637 6.46309384836688e-06 "0" "EIF3H"
"CARHSP1" 2.24074411102537e-10 -0.285651004303802 0.312 0.358 7.51209463221254e-06 "0" "CARHSP1"
"COPS2" 2.49022454423836e-10 -0.254951931566397 0.391 0.431 8.34847778455912e-06 "0" "COPS2"
"DEK" 2.6465540139938e-10 -0.271583846768917 0.423 0.458 8.87257233191422e-06 "0" "DEK"
"NCK1" 3.05180562658175e-10 -0.26161066397892 0.292 0.34 1.02311783631153e-05 "0" "NCK1"
"CALY" 3.51111461237612e-10 -0.657169597873059 0.195 0.241 1.17710117379909e-05 "0" "CALY"
"NR1D1" 3.73431639591763e-10 -0.253816619970887 0.176 0.23 1.25192957173139e-05 "0" "NR1D1"
"VGLL4" 5.92800238672424e-10 -0.272184492318853 0.473 0.494 1.9873628001493e-05 "0" "VGLL4"
"NUCB1" 8.09800804123054e-10 -0.284986546422536 0.435 0.462 2.71485719582254e-05 "0" "NUCB1"
"EIF3A" 8.14906714937479e-10 -0.265638707967125 0.405 0.443 2.7319747618279e-05 "0" "EIF3A"
"MRPL42" 9.82179223534895e-10 -0.254446235145177 0.449 0.475 3.29275584690073e-05 "0" "MRPL42"
"BIRC3" 9.8422068324244e-10 -0.260359429102678 0.164 0.218 3.29959984057028e-05 "0" "BIRC3"
"UTP11" 1.00665667479643e-09 -0.26788001767493 0.396 0.431 3.37481650225503e-05 "0" "UTP11"
